iter	RMSE
501	0.07789210741
502	0.07788376008
503	0.07787511526
504	0.07787180776
505	0.07786355023
506	0.0778592963
507	0.07785289941
508	0.07784557424
509	0.07784111442
510	0.07783654281
511	0.07783107605
512	0.07782533079
513	0.07781826062
514	0.07781387142
515	0.0778106953
516	0.07780754937
517	0.07780123484
518	0.07779673146
519	0.07779047488
520	0.07778481504
521	0.07777919138
522	0.07777762434
523	0.0777707436
524	0.07776769141
525	0.07776212346
526	0.07775465983
527	0.07775037783
528	0.07774883433
529	0.07774361612
530	0.07773875619
531	0.07773257408
532	0.07772454168
533	0.07771840299
534	0.077711525
535	0.07770543669
536	0.07770391032
537	0.07770239282
538	0.07769817967
539	0.07769667047
540	0.07769158028
541	0.07769008164
542	0.07768536528
543	0.07767932563
544	0.07767398092
545	0.07767249431
546	0.07767101347
547	0.07766501995
548	0.07765906787
549	0.07765759526
550	0.07765168485
551	0.07764640328
552	0.07764494267
553	0.07764348773
554	0.07763888044
555	0.07763301631
556	0.07762767664
557	0.0776247755
558	0.07761895499
559	0.07761608383
560	0.0776109114
561	0.07760601453
562	0.07760023774
563	0.0775946689
564	0.0775891368
565	0.07758364118
566	0.07757818181
567	0.07757675829
568	0.07757534033
569	0.07756978527
570	0.07756694432
571	0.07756253329
572	0.07755974066
573	0.07755835024
574	0.07755558177
575	0.07755420327
576	0.07754880923
577	0.07754345078
578	0.0775391248
579	0.07753483086
580	0.07753033467
581	0.07752487086
582	0.07752005658
583	0.07751870042
584	0.07751340263
585	0.07750799674
586	0.07750260063
587	0.07749990627
588	0.07749856252
589	0.07749589132
590	0.07749323698
591	0.0774890484
592	0.07748641916
593	0.07748107404
594	0.07747632978
595	0.07747501968
596	0.07746969075
597	0.07746501399
598	0.07745971473
599	0.0774584128
600	0.07745711083
601	0.07745453297
602	0.07745324823
603	0.07745196939
604	0.07744670473
605	0.07744146649
606	0.07743688928
607	0.07742995484
608	0.07742740823
609	0.07742220784
610	0.07741967663
611	0.07741716121
612	0.07741199314
613	0.07740593624
614	0.07740343534
615	0.07740218896
616	0.07740094798
617	0.07739847379
618	0.07739602451
619	0.07739359044
620	0.0773884609
621	0.07738724212
622	0.07738288798
623	0.07737779459
624	0.07737538376
625	0.07737105911
626	0.07736866498
627	0.07736356801
628	0.07736236421
629	0.07735733324
630	0.07735277418
631	0.07734772845
632	0.07734275674
633	0.07733777035
634	0.07733285748
635	0.07733048625
636	0.0773256074
637	0.07732076193
638	0.07731957175
639	0.07731475965
640	0.07730998045
641	0.07730763061
642	0.07730288443
643	0.07729817068
644	0.0772933864
645	0.07729105121
646	0.0772887208
647	0.07728406354
648	0.07727943809
649	0.0772703063
650	0.07726913746
651	0.07726683621
652	0.07726224188
653	0.07726108388
654	0.07725880216
655	0.07725765447
656	0.07725651155
657	0.07725210774
658	0.07724985141
659	0.07724529137
660	0.0772406279
661	0.07723612182
662	0.07723164648
663	0.07723051386
664	0.07722827667
665	0.07722715403
666	0.07722270968
667	0.07721663194
668	0.07721206633
669	0.07720984821
670	0.07720545666
671	0.07720324297
672	0.07720104282
673	0.07719668177
674	0.07719449535
675	0.07719339765
676	0.0771922985
677	0.07719013523
678	0.0771852071
679	0.07718412489
680	0.07718199094
681	0.07717420042
682	0.07716633716
683	0.07716184143
684	0.07715971676
685	0.07715865275
686	0.07715759146
687	0.07715548906
688	0.07715443902
689	0.07715013129
690	0.07714314518
691	0.07713886974
692	0.077133991
693	0.07713294774
694	0.07712852474
695	0.07712430115
696	0.0771222243
697	0.07712118998
698	0.07711699537
699	0.07711282927
700	0.07711179784
701	0.07710974307
702	0.07710307226
703	0.07709893795
704	0.07709791721
705	0.07709588009
706	0.07709157311
707	0.07709056109
708	0.07708647584
709	0.07708200451
710	0.07707794604
711	0.07707693997
712	0.07707274591
713	0.07707174275
714	0.07706747391
715	0.0770634637
716	0.07706145563
717	0.07706046104
718	0.07705947084
719	0.07705543568
720	0.07705345606
721	0.07704784154
722	0.07704686173
723	0.07704275482
724	0.07703853145
725	0.077037556
726	0.07703658441
727	0.07703249854
728	0.07703153257
729	0.07703056683
730	0.07701952465
731	0.07701856184
732	0.07700769121
733	0.07700673067
734	0.07700553779
735	0.07699745108
736	0.07699341899
737	0.07699149104
738	0.07699054872
739	0.07698960892
740	0.0769886748
741	0.07698470297
742	0.07698052534
743	0.07697178896
744	0.07696786321
745	0.07696396405
746	0.07696303182
747	0.07696210522
748	0.07695465991
749	0.07695065579
750	0.07694776151
751	0.0769465821
752	0.07694247011
753	0.07693861729
754	0.07692799443
755	0.07692065179
756	0.07691973661
757	0.07691567327
758	0.07691187154
759	0.07691095779
760	0.0769100515
761	0.07690914572
762	0.07690824391
763	0.07689971971
764	0.07689594247
765	0.07688976581
766	0.07688884955
767	0.07688795945
768	0.07688089854
769	0.07687459926
770	0.07686963097
771	0.0768647082
772	0.07686382038
773	0.07686271281
774	0.07685896352
775	0.07685503772
776	0.07685016523
777	0.0768483124
778	0.07684267484
779	0.07683815876
780	0.07683536448
781	0.0768344937
782	0.07683077559
783	0.07682969127
784	0.07682260944
785	0.0768186432
786	0.07681496846
787	0.07681410676
788	0.07681045698
789	0.07680959836
790	0.0768056966
791	0.07680209007
792	0.07679821454
793	0.07679736216
794	0.0767925378
795	0.07678599927
796	0.07678514808
797	0.0767750389
798	0.07677146431
799	0.07677061702
800	0.07676956144
801	0.07676851132
802	0.07676767497
803	0.07676153021
804	0.07676046534
805	0.07675692009
806	0.07674698909
807	0.07674090935
808	0.0767351953
809	0.07673416391
810	0.07673238821
811	0.0767285856
812	0.07672756467
813	0.07672378821
814	0.07672012244
815	0.07671411856
816	0.07670969672
817	0.07670494022
818	0.07670412311
819	0.07670330939
820	0.07669577555
821	0.07669496479
822	0.07669415922
823	0.07669335486
824	0.07668972678
825	0.07668892658
826	0.07668531717
827	0.0766845027
828	0.07667638917
829	0.07667559588
830	0.07666767893
831	0.07666217494
832	0.07666136755
833	0.07665464396
834	0.07665118759
835	0.07664606782
836	0.07663824753
837	0.07663724593
838	0.07662950475
839	0.07662609052
840	0.07662511784
841	0.07662415004
842	0.07662148997
843	0.07662071537
844	0.07661568729
845	0.07661491601
846	0.07660980544
847	0.07660903739
848	0.07660827241
849	0.07660334681
850	0.07659677659
851	0.07659415976
852	0.07659338389
853	0.07658682015
854	0.07658313531
855	0.07658219628
856	0.07657883373
857	0.07657808138
858	0.07657733223
859	0.07657227394
860	0.07657134616
861	0.07656485368
862	0.076558222
863	0.07655748046
864	0.0765509676
865	0.07655021331
866	0.076549296
867	0.07654341866
868	0.07654268361
869	0.07654193849
870	0.07653614265
871	0.076528271
872	0.07652047834
873	0.07651294441
874	0.07650786515
875	0.07650454852
876	0.07650380668
877	0.0765005123
878	0.0764930715
879	0.07648829119
880	0.07648755241
881	0.07648258284
882	0.07647623609
883	0.07647130604
884	0.07646774469
885	0.07646520356
886	0.07646430501
887	0.07646358967
888	0.07646269863
889	0.0764617911
890	0.07645443729
891	0.07645090987
892	0.07645002917
893	0.07644274947
894	0.07643554278
895	0.07642721441
896	0.07642369101
897	0.0764229865
898	0.07642209022
899	0.07642121881
900	0.07642033145
901	0.07641713408
902	0.07641347419
903	0.07640931117
904	0.07640684773
905	0.0763997362
906	0.07639510212
907	0.07639163357
908	0.07638459617
909	0.07637700754
910	0.07637615064
911	0.07637201209
912	0.07637115904
913	0.07637047095
914	0.07636350562
915	0.0763628066
916	0.07635877173
917	0.07635272447
918	0.07634660321
919	0.07634186336
920	0.07633501357
921	0.07633155957
922	0.0763266926
923	0.07632186403
924	0.07631508282
925	0.07631198242
926	0.0763112867
927	0.07630649791
928	0.07630341294
929	0.0763018975
930	0.07629744955
931	0.07629074676
932	0.0762891914
933	0.07628255418
934	0.07628187918
935	0.07627883677
936	0.07627409019
937	0.07627341717
938	0.07626982928
939	0.07626618006
940	0.07626533352
941	0.07625774695
942	0.07625386224
943	0.0762531959
944	0.07624663232
945	0.07624596858
946	0.07624448412
947	0.07624367084
948	0.07624299844
949	0.07623829152
950	0.07622885535
951	0.0762223551
952	0.07622152802
953	0.07622070516
954	0.07621603185
955	0.07621399447
956	0.07620935809
957	0.07620869772
958	0.07620803068
959	0.07620504451
960	0.07620044823
961	0.07619469341
962	0.07618829188
963	0.07618501259
964	0.07618437151
965	0.07618373309
966	0.07617917568
967	0.07617351186
968	0.07616898969
969	0.07616605022
970	0.07616314179
971	0.07616235717
972	0.07615438891
973	0.07614809722
974	0.07614431749
975	0.0761405141
976	0.07613971555
977	0.07613908529
978	0.07613247108
979	0.07612958165
980	0.0761289398
981	0.07612606965
982	0.07612093355
983	0.07611809402
984	0.07611527345
985	0.07611450326
986	0.07610651671
987	0.07610206178
988	0.07609864762
989	0.07609551921
990	0.07609322667
991	0.07608983752
992	0.07608610949
993	0.07608058985
994	0.07607510875
995	0.07607074222
996	0.07606062161
997	0.07605417111
998	0.07604989826
999	0.07604577353
