iter	RMSE
380	6.190834184
381	6.189763337
382	6.188110361
383	6.185454056
384	6.181787067
385	6.179235039
386	6.17805682
387	6.175445371
388	6.172821925
389	6.17005745
390	6.166573263
391	6.16321339
392	6.159956652
393	6.157059767
394	6.155831202
395	6.153380168
396	6.152314372
397	6.149898989
398	6.146558779
399	6.143022223
400	6.14105212
401	6.139699886
402	6.138268717
403	6.136042351
404	6.134555272
405	6.133247527
406	6.130550724
407	6.128688711
408	6.12709712
409	6.123833859
410	6.122913026
411	6.121377171
412	6.120620119
413	6.118896056
414	6.116452156
415	6.11511616
416	6.112486475
417	6.110963993
418	6.109532517
419	6.108228148
420	6.104806015
421	6.103384365
422	6.100588728
423	6.098244491
424	6.095690284
425	6.094004152
426	6.092100224
427	6.090039926
428	6.086200268
429	6.08126184
430	6.080338939
431	6.078839849
432	6.076575107
433	6.075074594
434	6.073665283
435	6.071502127
436	6.069251708
437	6.067500918
438	6.065931241
439	6.063003771
440	6.061770208
441	6.060901041
442	6.058259672
443	6.056520941
444	6.054993694
445	6.051259355
446	6.049609561
447	6.048329869
448	6.047161277
449	6.045405316
450	6.043784819
451	6.042458882
452	6.040030003
453	6.037502086
454	6.036047115
455	6.034338383
456	6.032727725
457	6.031710081
458	6.030371824
459	6.028205669
460	6.026227007
461	6.025003503
462	6.023377424
463	6.021015669
464	6.019792659
465	6.018812303
466	6.016480281
467	6.014542187
468	6.013143345
469	6.011262643
470	6.009641066
471	6.007478746
472	6.0060548
473	6.004334759
474	6.002561794
475	5.99943362
476	5.99761546
477	5.995630067
478	5.99319529
479	5.991831114
480	5.989883927
481	5.988388507
482	5.986974807
483	5.984259298
484	5.983129074
485	5.982384341
486	5.980480929
487	5.977280551
488	5.975453614
489	5.974347753
490	5.971532386
491	5.969867288
492	5.968656524
493	5.96742509
494	5.964566581
495	5.962901975
496	5.96122246
497	5.958161925
498	5.95651101
499	5.954359549
500	5.952945939
501	5.951333525
502	5.950065729
503	5.948875442
504	5.947182978
505	5.945807067
506	5.943030851
507	5.941602864
508	5.939978568
509	5.93889991
510	5.937825366
511	5.936757608
512	5.934355421
513	5.933027315
514	5.931255485
515	5.930556279
516	5.928144428
517	5.926667938
518	5.925488235
519	5.924342027
520	5.921841693
521	5.920126864
522	5.91812106
523	5.916757267
524	5.913871317
525	5.912541164
526	5.911026132
527	5.909906792
528	5.90695759
529	5.904514671
530	5.902915903
531	5.900428378
532	5.899126436
533	5.897439162
534	5.896591376
535	5.895622138
536	5.893854294
537	5.891272106
538	5.887758781
539	5.885457734
540	5.884126456
541	5.882863975
542	5.880805447
543	5.879688855
544	5.87858576
545	5.876929736
546	5.875933504
547	5.874451892
548	5.872539208
549	5.870989107
550	5.870273997
551	5.868699181
552	5.867318484
553	5.866312588
554	5.864778104
555	5.863442472
556	5.862223566
557	5.858980958
558	5.857304863
559	5.855430964
560	5.8545391
561	5.853567214
562	5.852379684
563	5.851679773
564	5.848956882
565	5.847928181
566	5.845715499
567	5.843470014
568	5.841702225
569	5.839428664
570	5.838437202
571	5.835924113
572	5.835006352
573	5.832618444
574	5.830680774
575	5.829362858
576	5.827021614
577	5.82533497
578	5.824111206
579	5.821785792
580	5.819639855
581	5.817618283
582	5.815626519
583	5.814085074
584	5.813032138
585	5.81138001
586	5.810148508
587	5.808770659
588	5.806699886
589	5.805589374
590	5.803181899
591	5.801169745
592	5.800017129
593	5.79825603
594	5.796696116
595	5.795155126
596	5.792853011
597	5.791547613
598	5.790810494
599	5.789965397
600	5.789415131
601	5.788448477
602	5.787042362
603	5.783943124
604	5.782681456
605	5.781789604
606	5.780522798
607	5.77884219
608	5.776484726
609	5.774989491
610	5.772870194
611	5.77044945
612	5.768487734
613	5.765984642
614	5.76366235
615	5.762158041
616	5.761272387
617	5.760584495
618	5.757283085
619	5.7561664
620	5.754370071
621	5.752945818
622	5.75069257
623	5.749537761
624	5.748235521
625	5.746004792
626	5.744597425
627	5.742712257
628	5.741136811
629	5.739089403
630	5.737763506
631	5.734789109
632	5.733491572
633	5.731869547
634	5.729629696
635	5.727207989
636	5.725132031
637	5.724269592
638	5.722618267
639	5.721351465
640	5.719806973
641	5.718592436
642	5.716626148
643	5.714579645
644	5.71328738
645	5.710741206
646	5.709064601
647	5.706553112
648	5.704462899
649	5.702085247
650	5.700256201
651	5.698554788
652	5.698032577
653	5.695621974
654	5.694151434
655	5.691139281
656	5.690284369
657	5.689005959
658	5.687904067
659	5.6866638
660	5.685460175
661	5.684001149
662	5.682616072
663	5.680795776
664	5.678993246
665	5.677659883
666	5.676468777
667	5.675679208
668	5.674781413
669	5.672949679
670	5.672118836
671	5.670071471
672	5.668692053
673	5.66693152
674	5.666109498
675	5.664873411
676	5.663789051
677	5.662244611
678	5.660094702
679	5.658774361
680	5.657260967
681	5.65452747
682	5.65276973
683	5.650250272
684	5.648952397
685	5.647485966
686	5.646622464
687	5.64533964
688	5.642566359
689	5.641304032
690	5.640345052
691	5.639821776
692	5.638865001
693	5.63770701
694	5.636618888
695	5.635527303
696	5.634336332
697	5.633553588
698	5.631875212
699	5.629990811
700	5.629096403
701	5.62706668
702	5.625849499
703	5.625005492
704	5.623894483
705	5.623364916
706	5.622841515
707	5.622334682
708	5.620888679
709	5.619997385
710	5.618697022
711	5.616979091
712	5.615230698
713	5.613498827
714	5.611750762
715	5.610117864
716	5.609212581
717	5.607405966
718	5.606516304
719	5.605381371
720	5.603665497
721	5.602228998
722	5.600334633
723	5.597891614
724	5.597286404
725	5.596147913
726	5.595092713
727	5.594075964
728	5.592305285
729	5.590705396
730	5.588906968
731	5.587897799
732	5.586165119
733	5.5845207
734	5.582875652
735	5.580206211
736	5.578142722
737	5.576796439
738	5.575544245
739	5.573275341
740	5.570426674
741	5.569934258
742	5.568564665
743	5.567714651
744	5.56634463
745	5.564509066
746	5.562773708
747	5.561176717
748	5.558501472
749	5.557035298
750	5.555169283
751	5.553675076
752	5.552211292
753	5.551138748
754	5.550294193
755	5.548657154
756	5.547001855
757	5.545330868
758	5.544185225
759	5.541769038
760	5.540295275
761	5.538509665
762	5.537551836
763	5.536683289
764	5.535612466
765	5.533245977
766	5.53144053
767	5.530511642
768	5.529350688
769	5.528078165
770	5.527561809
771	5.525243078
772	5.524632841
773	5.522255043
774	5.520001409
775	5.518039454
776	5.517149518
777	5.516203327
778	5.514591926
779	5.513519283
780	5.512506144
781	5.511889748
782	5.510381116
783	5.509166839
784	5.507635516
785	5.507091906
786	5.50588444
787	5.504870446
788	5.503378027
789	5.500668079
790	5.499615926
791	5.498666652
792	5.497666517
793	5.496499691
794	5.496084027
795	5.494275917
796	5.492096111
797	5.490083905
798	5.488662461
799	5.48725113
800	5.485971385
801	5.483486173
802	5.48155645
803	5.47958283
804	5.477355184
805	5.475921432
806	5.474783209
807	5.473127461
808	5.472353309
809	5.471828947
810	5.470069721
811	5.46834695
812	5.467706702
813	5.466262851
814	5.465748579
815	5.465174371
816	5.464128843
817	5.463172055
818	5.462592307
819	5.46112974
820	5.45909994
821	5.457711784
822	5.4568945
823	5.455692471
824	5.455149868
825	5.454015184
826	5.452351484
827	5.450973583
828	5.450519571
829	5.449613384
830	5.448614748
831	5.447244929
832	5.446490562
833	5.445339964
834	5.444612714
835	5.44377286
836	5.442543437
837	5.440659427
838	5.439638016
839	5.437940371
840	5.436462284
841	5.433865751
842	5.432759008
843	5.432002644
844	5.431387894
845	5.43051415
846	5.429134319
847	5.427823571
848	5.426184865
849	5.425103909
850	5.424031194
851	5.422510832
852	5.42126677
853	5.419515131
854	5.417933532
855	5.416984005
856	5.415427787
857	5.413869632
858	5.412769902
859	5.411492496
860	5.410232213
861	5.408486926
862	5.407289314
863	5.406475782
864	5.404812471
865	5.404274467
866	5.403714762
867	5.401606142
868	5.401049233
869	5.399929183
870	5.39897883
871	5.397577039
872	5.396212735
873	5.393953153
874	5.392859397
875	5.391926095
876	5.390282583
877	5.389763537
878	5.388676752
879	5.387506445
880	5.38600358
881	5.385141669
882	5.383392055
883	5.381557699
884	5.379544431
885	5.378686058
886	5.376929129
887	5.376007257
888	5.375263721
889	5.374146487
890	5.373349577
891	5.3724672
892	5.37144506
893	5.369932744
894	5.368264301
895	5.366441894
896	5.365152367
897	5.364641998
898	5.363968234
899	5.36331747
900	5.361655762
901	5.360922632
902	5.359203093
903	5.357908
904	5.356334926
905	5.355365372
906	5.354705895
907	5.353311047
908	5.351985705
909	5.351432726
910	5.350448707
911	5.349001974
912	5.346453482
913	5.34545404
914	5.34393982
915	5.343525897
916	5.342073163
917	5.341494959
918	5.339957273
919	5.338982711
920	5.338205535
921	5.337730492
922	5.3363558
923	5.333870275
924	5.333145475
925	5.331851559
926	5.33098272
927	5.32944046
928	5.32833435
929	5.32760646
930	5.326843078
931	5.325052045
932	5.323265241
933	5.321796065
934	5.320311378
935	5.319280127
936	5.318668628
937	5.318273376
938	5.317895736
939	5.31708653
940	5.316218223
941	5.315440662
942	5.314343538
943	5.313088529
944	5.311652961
945	5.310430923
946	5.309815009
947	5.308196155
948	5.307505932
949	5.306087312
950	5.304888449
951	5.303969058
952	5.303521264
953	5.302461989
954	5.301841802
955	5.300032681
956	5.298561075
957	5.296735377
958	5.295882748
959	5.294115471
960	5.293650437
961	5.291876501
962	5.28981309
963	5.288123376
964	5.28710177
965	5.286074526
966	5.285270305
967	5.283666311
968	5.282287222
969	5.281323568
970	5.280038835
971	5.278131014
972	5.276697997
973	5.275822591
974	5.273112053
975	5.272460352
976	5.270815287
977	5.270218929
978	5.269625269
979	5.268786061
980	5.26793178
981	5.266629478
982	5.266180223
983	5.265668906
984	5.264548072
985	5.263586005
986	5.261864736
987	5.260950034
988	5.260151646
989	5.258848955
990	5.256880913
991	5.255227892
992	5.254265763
993	5.252853397
994	5.251039026
995	5.250597928
996	5.248916429
997	5.247723248
998	5.246853962
999	5.245310394
